,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
633,500107108,YouBike2.0_捷運大直站(3號出口)_1,18,5,中山區,2023-05-27 15:40:22,25.07934,121.54671,北安路458巷41弄52之1號前,Zhongshan Dist,YouBike2.0_MRT Dazhi Sta.(Exit 3)_1,No. 52-1， Aly. 41， Ln. 458， Bei'an Rd.,13,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
636,500107111,YouBike2.0_長春龍江路口,24,5,中山區,2023-05-27 15:37:14,25.05473,121.54026,長春路與龍江路口西北側,Zhongshan Dist,YouBike2.0_Changchun Rd. & Longjiang Rd. Intersection,Changchun Rd. & Longjiang Rd. Intersection (Northwest),19,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:37:14,2023-05-27
638,500107113,YouBike2.0_建國長春路口(北側),20,6,中山區,2023-05-27 15:33:15,25.05476,121.53693,建國北路/長春路口(北側),Zhongshan Dist,YouBike2.0_Jianguo Rd. & Changchun Rd. Intersection,Jianguo N. Rd. & Changchun Rd. Intersection (North),12,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:33:15,2023-05-27
640,500107115,YouBike2.0_臺北市立美術館_1,18,13,中山區,2023-05-27 15:42:14,25.07063,121.52327,中山北路三段(花博流行館前),Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum_1,Sec. 3， Zhongshan N. Rd. (Pavilion of New Fashion),5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:42:14,2023-05-27
641,500107116,YouBike2.0_劍潭社區_1,18,9,中山區,2023-05-27 15:42:14,25.08476,121.53789,通北街143號前,Zhongshan Dist,YouBike2.0_Jiantan Community_1,No. 143， Tongbei St.,9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:42:14,2023-05-27
643,500107118,YouBike2.0_林森公園,25,21,中山區,2023-05-27 15:44:14,25.05223,121.52581,林森北路/南京東路一段,Zhongshan Dist,YouBike2.0_Linsen Park,Linsen N. Rd. ＆ Sec. 1， Nanjing E. Rd. Intersection,2,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
647,500107122,YouBike2.0_捷運南京復興站(1號出口),21,13,中山區,2023-05-27 15:41:16,25.05253,121.54256,捷運南京復興站(1號出口)後方(遼寧街155巷),Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.1),MRT Nanjing Fuxing Sta.(Exit.1) (Ln. 155， Liaoning St.),6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
651,500107126,YouBike2.0_捷運南京復興站(8號出口),25,7,中山區,2023-05-27 15:39:14,25.05196,121.5433,南京東路三段221號前,Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.8),No. 221， Sec. 3， Nanjing E. Rd.,18,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:39:14,2023-05-27
653,500107128,YouBike2.0_林森德惠街口,16,6,中山區,2023-05-27 15:26:16,25.06688,121.5257,德惠街11號東側,Zhongshan Dist,YouBike2.0_Linsen Rd. & Dehui St. Intersection,No. 11， Dehui St. (East),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:26:16,2023-05-27
665,500108001,YouBike2.0_文湖街21巷118弄口,19,12,內湖區,2023-05-27 15:41:16,25.09122,121.55961,文湖街21巷118弄6-10號(前),Neihu Dist,YouBike2.0_Aly. 118， Ln. 21， Wunhu St.,No. 6-10， Aly. 118， Ln. 21， Wunhu St.,6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
667,500108003,YouBike2.0_洲子一號公園,43,13,內湖區,2023-05-27 15:38:15,25.07977,121.56454,基湖路37號西側,Neihu Dist,YouBike2.0_Jhouzih No.1 Park,No. 37， Jihu Rd.,30,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:38:15,2023-05-27
668,500108004,YouBike2.0_西康公園,16,5,內湖區,2023-05-27 14:35:16,25.08284,121.56449,內湖路一段225巷口,Neihu Dist,YouBike2.0_Xikang Park,No. 225， Sec 1， Neihu Rd.,11,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:35:16,2023-05-27
673,500108009,YouBike2.0_麗山高中,25,16,內湖區,2023-05-27 15:33:15,25.08398,121.57725,環山路二段141號北側,Neihu Dist,YouBike2.0_Lishan Senior High School,No. 141， Sec. 2， Huanshan Rd.(North),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:33:15,2023-05-27
678,500108014,YouBike2.0_瑞光計程車服務站,20,10,內湖區,2023-05-27 15:39:14,25.0745,121.57389,港墘路221巷2號,Neihu Dist,YouBike2.0_Ruiguangjichengchefuwu Sta,No. 2， Ln. 221， Gangqian Rd.,9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:39:14,2023-05-27
680,500108016,YouBike2.0_捷運大湖公園站(2號出口),28,24,內湖區,2023-05-27 15:42:14,25.08395,121.60185,成功路五段5號東側,Neihu Dist,YouBike2.0_MRT Dahu Park Sta. (Exit 2),No. 5， Sec. 5， Chenggong Rd. (East),3,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:42:14,2023-05-27
683,500108020,YouBike2.0_捷運西湖站(1號出口),35,13,內湖區,2023-05-27 15:43:15,25.08279,121.56687,內湖路一段285巷15號(對面),Neihu Dist,YouBike2.0_MRT Xihu Sta. (Exit 1),No. 15， Ln. 285， Sec. 1， Neihu Rd. (Opposite),21,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
685,500108022,YouBike2.0_洲子二號公園,60,14,內湖區,2023-05-27 15:37:14,25.07932,121.56869,瑞光路500號(對面),Neihu Dist,YouBike2.0_Zhouzi No. 2 Park,No. 500， Ruiguang Rd. (Opposite),46,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:37:14,2023-05-27
686,500108023,YouBike2.0_港都公園,15,5,內湖區,2023-05-27 15:35:15,25.08296,121.5752,港華街57號(對面),Neihu Dist,YouBike2.0_Gangdu Park,No. 57， Ganghua St. (Opposite),10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:35:15,2023-05-27
688,500108025,YouBike2.0_成功金龍路口,23,12,內湖區,2023-05-27 15:44:14,25.08436,121.59478,成功路四段188號,Neihu Dist,YouBike2.0_Chenggong Rd & Jinlong Rd Intersection,No. 188， Sec. 4， Chenggong Rd.,11,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
690,500108027,YouBike2.0_金瑞公園,20,9,內湖區,2023-05-27 15:39:14,25.08785,121.5879,金龍路203-8號北側,Neihu Dist,YouBike2.0_Jinrui Park,No. 203-8， Jinlong Rd. (North),10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:39:14,2023-05-27
691,500108028,YouBike2.0_捷運文德站(2號出口),49,5,內湖區,2023-05-27 15:44:14,25.07842,121.58464,文德路212號旁,Neihu Dist,YouBike2.0_MRT Wende Sta. (Exit 2),No. 212， Wende Rd.,44,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
696,500108033,YouBike2.0_湖光國宅,22,8,內湖區,2023-05-27 15:34:14,25.07538,121.58079,文德路22巷與文德路22巷74弄口,Neihu Dist,YouBike2.0_Hu Guang Public House,Ln. 22， Wende Rd & No. 1， Aly. 74， Ln. 22， Wende Rd Intersection,13,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:34:14,2023-05-27
698,500108035,YouBike2.0_南京東路六段180號,21,14,內湖區,2023-05-27 15:09:15,25.0559,121.57991,南京東路六段180號北側,Neihu Dist,YouBike2.0_No. 180， Sec. 6， Nanjing E. Rd.,No. 180， Sec. 6， Nanjing E. Rd. (North),7,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:09:15,2023-05-27
704,500108041,YouBike2.0_安康路32巷24弄,21,5,內湖區,2023-05-27 15:29:14,25.06181,121.59447,安康路32巷24弄22號,Neihu Dist,YouBike2.0_Aly. 24， Ln. 32， Ankang Rd.,No. 22， Aly. 24， Ln. 32， Ankang Rd.,16,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:29:14,2023-05-27
706,500108044,YouBike2.0_南京東路六段368巷,33,8,內湖區,2023-05-27 15:41:16,25.05827,121.58707,南京東路六段382號西南側,Neihu Dist,YouBike2.0_Ln. 368， Sec. 6， Nanjing E. Rd.,No. 382， Sec. 6， Nanjing E. Rd. (Southwest),25,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
707,500108045,YouBike2.0_新明成功路口,18,7,內湖區,2023-05-27 15:22:14,25.06058,121.5911,新明路22號,Neihu Dist,YouBike2.0_Xinming Rd. & Chenggong Rd. Intersection,No. 22， Xinming Rd.,8,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:22:14,2023-05-27
708,500108046,YouBike2.0_民權瑞光路口,20,6,內湖區,2023-05-27 15:02:14,25.06835,121.58323,民權東路六段50號,Neihu Dist,YouBike2.0_Minquan E. Rd. & Ruiguang Rd. Intersection,No. 50， Sec. 6， Minquan E. Rd.,14,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:02:14,2023-05-27
712,500108050,YouBike2.0_新湖三民善街口,15,13,內湖區,2023-05-27 15:38:15,25.06286,121.57497,新湖三路36號,Neihu Dist,YouBike2.0_Xinhu 3rd Rd & Minshan St Intersection,No. 36， Xinhu 3rd Rd.,1,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:38:15,2023-05-27
713,500108051,YouBike2.0_內湖119號綠地,24,10,內湖區,2023-05-27 15:25:16,25.05594,121.57865,南京東路六段125號南側,Neihu Dist,YouBike2.0_No.119 Neihu Greens,No. 125， Sec. 6， Nanjing E. Rd. (South),13,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:25:16,2023-05-27
714,500108052,YouBike2.0_行善公園,20,8,內湖區,2023-05-27 14:42:14,25.05301,121.57592,潭美街27號西側,Neihu Dist,YouBike2.0_Xingshan Park,No. 27， Tanmei St. (West),12,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:42:14,2023-05-27
715,500108054,YouBike2.0_三軍總醫院,14,5,內湖區,2023-05-27 15:36:15,25.07151,121.58991,成功路二段424號(對面),Neihu Dist,YouBike2.0_Tri-Service General Hospital,No. 424， Sec. 2， Chenggong Rd. (Opposite),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:36:15,2023-05-27
717,500108056,YouBike2.0_臺北市網球中心,16,8,內湖區,2023-05-27 15:43:15,25.0674,121.59749,民權東路六段208號(前),Neihu Dist,YouBike2.0_Taipei Tennis Center,No. 208， Sec. 6， Minquan E. Rd.,8,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
718,500108057,YouBike2.0_捷運葫洲站(1號出口),25,12,內湖區,2023-05-27 15:44:14,25.07249,121.60796,康寧路三段39號(對面),Neihu Dist,YouBike2.0_MRT Huzhou Sta. (Exit 1),No. 39， Sec. 3， Kangning Rd. (Opposite),12,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
719,500108058,YouBike2.0_麗湖國小,18,7,內湖區,2023-05-27 15:26:16,25.07332,121.60223,金湖路363巷11號(對面),Neihu Dist,YouBike2.0_Lihu Elementary School,No. 11， Ln. 363， Jinhu Rd. (Opposite),11,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:26:16,2023-05-27
721,500108060,YouBike2.0_碧湖公園,15,8,內湖區,2023-05-27 15:06:16,25.07988,121.58287,內湖路二段/內湖路二段103巷口(東北側),Neihu Dist,YouBike2.0_Bihu Park,Sec. 2， Neihu Rd. / Ln. 103， Sec. 2， Neihu Rd. (Northeast),6,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:06:16,2023-05-27
722,500108061,YouBike2.0_碧湖公園(內湖路二段103巷),19,7,內湖區,2023-05-27 15:43:15,25.08317,121.58109,內湖路二段103巷76號(對面),Neihu Dist,YouBike2.0_Bihu Park (Ln. 103， Sec. 2， Neihu Rd.),No. 76， Ln. 103， Sec. 2， Neihu Rd. (Opposite),12,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
728,500108067,YouBike2.0_安康公園,19,14,內湖區,2023-05-27 15:40:22,25.06657,121.6136,五分街14巷31號(對面),Neihu Dist,YouBike2.0_Ankang Park,No. 31， Ln. 14， Wufen St. (Opposite),5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
731,500108070,YouBike2.0_捷運港墘站(2號出口),47,25,內湖區,2023-05-27 15:44:14,25.07967,121.57584,內湖路一段520號,Neihu Dist,YouBike2.0_MRT Gangqian Sta. (Exit 2),No. 520， Sec. 1， Neihu Rd.,20,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
732,500108071,YouBike2.0_東湖國中,16,6,內湖區,2023-05-27 15:35:15,25.07334,121.61962,康樂街125巷4號(對面),Neihu Dist,YouBike2.0_Dong Hu Junior High School,No. 4， Ln. 125， Kangle St. (Opposite),10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:35:15,2023-05-27
733,500108072,YouBike2.0_石潭公園(安康路),20,5,內湖區,2023-05-27 14:16:16,25.06261,121.59334,安康路28號西北側,Neihu Dist,YouBike2.0_Shitan Park (Ankang Rd.),No. 28， Ankang Rd. (Northwest),15,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:16:16,2023-05-27
734,500108073,YouBike2.0_內湖垃圾焚化廠,20,11,內湖區,2023-05-27 15:40:22,25.06209,121.60347,安康路290號西側,Neihu Dist,YouBike2.0_Neihu Refuse Incineration Plant,No. 290， Ankang Rd. (West),8,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
735,500108074,YouBike2.0_康寧公園(北側),20,5,內湖區,2023-05-27 15:40:22,25.06927,121.61019,康寧路三段60號南側,Neihu Dist,YouBike2.0_Kangning Park (North),No. 60， Sec. 3， Kangning Rd. (South),15,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
736,500108075,YouBike2.0_康寧路三段54巷口,15,8,內湖區,2023-05-27 15:22:14,25.0716,121.60936,康寧路三段54-5號西側,Neihu Dist,YouBike2.0_Ln. 54， Sec. 3， Kangning Rd. Intersection,No. 54-5， Sec. 3， Kangning Rd. (West),7,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:22:14,2023-05-27
737,500108076,YouBike2.0_行善路25巷口,21,11,內湖區,2023-05-27 15:34:14,25.05707,121.57658,行善路39號(前),Neihu Dist,YouBike2.0_Ln. 25， Xingshan Rd. Intersection,No. 39， Xingshan Rd.,10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:34:14,2023-05-27
738,500108077,YouBike2.0_新明路460巷口,15,8,內湖區,2023-05-27 14:35:16,25.05503,121.57823,南京東路六段122號(斜前方),Neihu Dist,YouBike2.0_Ln. 460， Xinming Rd. Intersection,No. 122， Sec. 6， Nanjing E. Rd. ((Front right)),7,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:35:16,2023-05-27
740,500108079,YouBike2.0_民權東路六段245巷口,12,9,內湖區,2023-05-27 14:56:15,25.06708,121.60059,民權東路六段247號(前),Neihu Dist,YouBike2.0_Ln. 245， Sec. 6， Minquan E. Rd. Intersection,No. 247， Sec. 6， Minquan E. Rd.,3,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:56:15,2023-05-27
741,500108081,YouBike2.0_東湖國小,22,10,內湖區,2023-05-27 15:42:14,25.06854,121.61532,東湖路與東湖路113巷口東側,Neihu Dist,YouBike2.0_Donghu Elementary School,Donghu Rd.& Ln. 113， Donghu Rd. Intersection (East),10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:42:14,2023-05-27
742,500108082,YouBike2.0_捷運內湖站(1號出口),28,15,內湖區,2023-05-27 15:41:16,25.08373,121.59406,成功路四段182巷/成功路四段口(西側),Neihu Dist,YouBike2.0_MRT Neihu Sta. (Exit.1),Ln. 182， Sec. 4， Chenggong Rd. & Sec. 4， Chenggong Rd. Intersection (West),13,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:41:16,2023-05-27
743,500108083,YouBike2.0_瑞光港墘路口,15,5,內湖區,2023-05-27 15:14:14,25.07611,121.57487,港墘路185號前,Neihu Dist,YouBike2.0_Rueiguang Rd. & Gangcian Rd. Intersection,No. 185， Gangcian Rd.,9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:14:14,2023-05-27
745,500108085,YouBike2.0_金龍公園,15,5,內湖區,2023-05-27 15:33:15,25.08554,121.59076,金龍路112巷口(金龍公園側),Neihu Dist,YouBike2.0_Jinlong Park,Ln. 112， Jinlong Rd.,10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:33:15,2023-05-27
749,500108089,YouBike2.0_康湖二號公園(康寧醫院),16,5,內湖區,2023-05-27 14:58:14,25.07514,121.60857,成功路五段420巷17號東側,Neihu Dist,YouBike2.0_Kanghu No. 2 Park(Kang-Ning General Hospital),No. 17， Ln. 420， Sec. 5， Chenggong Rd. (East),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:58:14,2023-05-27
751,500108091,YouBike2.0_下灣公園(成功路),16,11,內湖區,2023-05-27 15:14:14,25.06682,121.5907,成功路二段189號北側,Neihu Dist,YouBike2.0_Xiawan Park,No. 189， Sec. 2， Chenggong Rd. (North),5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:14:14,2023-05-27
753,500108093,YouBike2.0_新湖二路250巷口,20,11,內湖區,2023-05-27 15:09:15,25.06455,121.58262,新湖二路/新湖二路250巷(西南側),Neihu Dist,YouBike2.0_Ln. 250， Xinhu 2nd Rd.,Xinhu 2nd Rd. & Ln. 250， Xinhu 2nd Rd. Intersection (Southwest),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:09:15,2023-05-27
754,500108094,YouBike2.0_成功路四段41巷口,12,5,內湖區,2023-05-27 15:08:14,25.08105,121.59205,成功路四段41巷6號前側,Neihu Dist,YouBike2.0_Ln. 41， Sec. 4， Chenggong Rd.,No. 6， Ln. 41， Sec. 4， Chenggong Rd.,7,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:08:14,2023-05-27
758,500108098,YouBike2.0_內湖運動中心,21,20,內湖區,2023-05-27 15:29:14,25.07848,121.57493,洲子街12號前,Neihu Dist,YouBike2.0_Taipei Neihu Sports Center,No. 12， Zhouzi St.,1,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:29:14,2023-05-27
762,500108103,YouBike2.0_民善新湖二路口(家樂福內湖店),23,10,內湖區,2023-05-27 15:21:16,25.06017,121.57552,民善街88號(旁),Neihu Dist,YouBike2.0_Xinhu 2nd Rd. & Minshan St. Intersection (Carrefour),No. 88， Minshan St.,11,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:21:16,2023-05-27
763,500108104,YouBike2.0_統振大樓,25,9,內湖區,2023-05-27 13:58:15,25.06007,121.60138,安美街181號前,Neihu Dist,YouBike2.0_Welldone Building,No. 181， Anmei St.,16,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 13:58:15,2023-05-27
766,500108107,YouBike2.0_西康二號公園,21,12,內湖區,2023-05-27 15:40:22,25.08503,121.5637,文湖街60巷/環山路一段24巷(北側),Neihu Dist,YouBike2.0_Xikang No. 2 Park,Ln. 60， Wenhu St. & Ln. 24， Sec. 1， Huanshan Rd. Intersection (North),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
769,500108110,YouBike2.0_捷運東湖站,28,19,內湖區,2023-05-27 15:44:14,25.06664,121.61351,安康路315巷/五分街14巷(西側),Neihu Dist,YouBike2.0_MRT Donghu Sta.,Ln. 315， Ankang Rd. & Ln. 14， Wufen St. Intersection (West),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
774,500108117,YouBike2.0_宏匯瑞光廣場(港墘路),20,11,內湖區,2023-05-27 14:46:16,25.07777,121.57562,瑞光路355號前(港墘路側人行道),Neihu Dist,YouBike2.0_Honhui Ruiguang Plaza (Gangqian Rd.),No. 353， Ruiguang Rd. (Gangqian Rd.),9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:46:16,2023-05-27
775,500108118,YouBike2.0_康樂街151巷,14,10,內湖區,2023-05-27 15:37:14,25.07192,121.61955,康樂街151巷/康樂街,Neihu Dist,YouBike2.0_Ln. 151， Kangle St.,Ln. 151， Kangle St. & Kangle St. Intersection,4,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:37:14,2023-05-27
781,500108124,YouBike2.0_湖興公園,16,6,內湖區,2023-05-27 15:26:16,25.06671,121.58913,成功路二段250巷23弄/成功路二段312巷,Neihu Dist,YouBike2.0_Huxing Park,Aly. 23， Ln. 250， Sec. 2， Chenggong Rd. & Ln. 312， Sec. 2， Chenggong Rd. Intersection,9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:26:16,2023-05-27
784,500108128,YouBike2.0_捷運港墘站(1號出口),23,8,內湖區,2023-05-27 15:37:14,25.08004,121.57568,內湖路一段663號前,Neihu Dist,YouBike2.0_MRT Gangqian Sta. (Exit 1),No. 663， Sec. 1， Neihu Rd.,15,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:37:14,2023-05-27
787,500108131,YouBike2.0_舊宗新湖三路口,18,8,內湖區,2023-05-27 15:40:22,25.06321,121.57681,舊宗路一段/新湖三路(南側),Neihu Dist,YouBike2.0_Jiuzong Rd. & Xinhu 3rd Rd. Intersection,Sec. 1， Jiuzong Rd. & Xinhu 3rd Rd. Intersection (South),10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:40:22,2023-05-27
788,500108132,YouBike2.0_內湖運動公園,17,9,內湖區,2023-05-27 14:37:14,25.06766,121.57459,舊宗路二段/民權東路六段11巷,Neihu Dist,YouBike2.0_Neihu Sports Park,Sec. 2， Jiuzong Rd. & Ln. 11， Sec. 6， Minquan E. Rd. Intersection,8,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:37:14,2023-05-27
793,500108137,YouBike2.0_康樂抽水站,15,5,內湖區,2023-05-27 15:43:15,25.06643,121.61732,東湖路160巷23號,Neihu Dist,YouBike2.0_Kangle Pumping Station,No. 23， Ln. 160， Donghu Rd.,10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
795,500108139,YouBike2.0_文德一號綠地,15,6,內湖區,2023-05-27 14:18:03,25.0786,121.58302,內湖區文德路91號旁,Neihu Dist,YouBike2.0_Wende Green No.1,No. 91， Wende Rd.,9,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:18:03,2023-05-27
796,500108140,YouBike2.0_臺北花市,20,8,內湖區,2023-05-27 13:49:15,25.06265,121.57427,新湖三路28號前人行道,Neihu Dist,YouBike2.0_Taipei Flowers Auction,No. 28， Xinhu 3rd Rd.,12,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 13:49:15,2023-05-27
802,500108146,YouBike2.0_內湖路一段288巷口,20,9,內湖區,2023-05-27 15:43:15,25.08202,121.56861,內湖路一段290號前,Neihu Dist,YouBike2.0_Ln. 288， Sec. 1， Neihu Rd.,No. 290， Sec. 1， Neihu Rd.,11,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:43:15,2023-05-27
806,500108151,YouBike2.0_遠雄時代總部,14,9,內湖區,2023-05-27 15:08:14,25.07821,121.57103,瑞光路423號,Neihu Dist,YouBike2.0_Farglory Group,No. 423， Yangguang St.,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:08:14,2023-05-27
808,500108153,YouBike2.0_大港墘公園(洲子街),18,13,內湖區,2023-05-27 15:21:16,25.07897,121.5737,洲子街/瑞光路393巷,Neihu Dist,YouBike2.0_Dagangqian Park (Zhouzi St.),Zhouzi St. & Ln. 393， Ruiguang Rd. Intersection,5,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:21:16,2023-05-27
809,500108154,YouBike2.0_世紀經貿,16,5,內湖區,2023-05-27 15:12:15,25.08049,121.57361,內湖路一段396號,Neihu Dist,YouBike2.0_Century Trade Building,No. 396， Sec. 1， Neihu Rd.,11,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:12:15,2023-05-27
813,500108159,YouBike2.0_舊宗新湖二路口,17,15,內湖區,2023-05-27 15:13:15,25.06151,121.57811,舊宗路一段/新湖二路(南側),Neihu Dist,YouBike2.0_Jiuzong Rd. & Xinhu 2nd Rd. Intersection,Sec. 1， Jiuzong Rd. & Xinhu 2nd Rd. Intersection (South),2,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:13:15,2023-05-27
814,500108160,YouBike2.0_新光基湖大樓,19,9,內湖區,2023-05-27 14:32:14,25.08152,121.56489,基湖路12號,Neihu Dist,YouBike2.0_Shinkong Jihu Building,No. 12， Jihu Rd.,10,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 14:32:14,2023-05-27
818,500109001,YouBike2.0_承德路七段304巷口,20,9,北投區,2023-05-27 15:44:14,25.1168,121.5048,承德路七段306-308號(前),Beitou Dist,YouBike2.0_Ln. 304， Sec. 7， Chengde Rd.,No. 306-308， Chengde Rd. (Front),8,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:44:14,2023-05-27
819,500109002,YouBike2.0_洲美運動公園,20,12,北投區,2023-05-27 15:27:14,25.10981,121.49886,洲美街271號(對面),Beitou Dist,YouBike2.0_Zhoumei Sports Park,No. 271， Zhoumei St. (Front),8,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:27:14,2023-05-27
820,500109003,YouBike2.0_榮華二明德路口,30,7,北投區,2023-05-27 15:17:32,25.11357,121.52255,明德路212號(榮華二路側人行道),Beitou Dist,YouBike2.0_Ronghua 2nd & Mingde Rd. Intersection,No. 212， Mingde Rd. (Ronghua 2nd Rd. Side),23,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:17:32,2023-05-27
821,500109004,YouBike2.0_捷運明德站(1號出口),23,5,北投區,2023-05-27 15:38:15,25.10896,121.51936,西安街一段明德路口(東南側),Beitou Dist,YouBike2.0_MRT Mingde Station (Exit 1),Sec.1， Xi'an St. & Mingde Rd. (Southeast),16,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:38:15,2023-05-27
823,500109006,YouBike2.0_永欣綠地,25,9,北投區,2023-05-27 15:36:15,25.12416,121.52607,行義路10巷2號(旁),Beitou Dist,YouBike2.0_Yongxin Greens,No， 2， Ln. 10， Xingyi Rd. (Side),16,1,2023-05-27 15:44:29,2023-05-27 15:44:51,2023-05-27 15:36:15,2023-05-27
